title,overview,release_date,Year,Month,Day,vote_average,vote_count,popularity,production_companies,runtime,budget,revenue,profit,ROI,genres,Action,Adventure,Science Fiction,Drama,Thriller,Comedy,Animation,Fantasy,Horror,Romance,Mystery,Documentary,Music,Western,Crime
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",2020-02-05,2020,2,5,6.957,9656,43.867,"['Warner Bros. Pictures', 'DC Films', 'LuckyChap Entertainment', 'Clubhouse Pictures', 'Kroll & Co Entertainment']",108,75,205,130,1.7,"['Action', 'Crime']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",2020-12-25,2020,12,25,8.15,9486,60.069,"['Walt Disney Pictures', 'Pixar']",101,150,136,-13,-0.1,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",2020-02-12,2020,2,12,7.344,8906,55.641,"['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount', 'SEGA']",99,85,319,234,2.8,"['Action', 'Science Fiction', 'Comedy', 'Family']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",2020-08-22,2020,8,22,7.192,8755,50.548,"['Warner Bros. Pictures', 'Syncopy']",150,205,365,160,0.8,"['Action', 'Thriller', 'Science Fiction']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,2020-12-16,2020,12,16,6.478,7841,55.45,"['Warner Bros. Pictures', 'The Stone Quarry', 'DC Films', 'Atlas Entertainment']",151,200,169,-30,-0.2,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",2020-01-15,2020,1,15,7.137,7574,37.817,"['Columbia Pictures', '2.0 Entertainment', 'Don Simpson/Jerry Bruckheimer Films', 'Overbrook Entertainment']",124,90,426,336,3.7,"['Thriller', 'Action', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",2020-09-04,2020,9,4,6.906,6285,46.64,"['Walt Disney Pictures', 'China Film Group Corporation', 'Good Fear', 'Jason T. Reed Productions']",115,200,66,-133,-0.7,"['Adventure', 'Fantasy', 'Drama', 'Action']",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Onward,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",2020-02-29,2020,2,29,7.726,5691,31.113,"['Walt Disney Pictures', 'Pixar']",103,200,141,-58,-0.3,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",2020-02-26,2020,2,26,7.129,5287,23.479,"['Blumhouse Productions', 'Universal Pictures', 'Goalpost Pictures', 'Nervous Tick', 'Screen Australia']",124,7,144,137,19.6,"['Thriller', 'Science Fiction', 'Horror']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",2020-01-01,2020,1,1,7.679,5089,38.917,"['Miramax', 'Toff Guy Films', 'Coach Films', 'CAA Media Finance', 'MadRiver International']",113,22,115,93,4.2,"['Comedy', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",2020-03-05,2020,3,5,6.758,4686,32.845,"['Cross Creek Pictures', 'Mimran Schur Pictures', 'Original Film', 'The Hideaway Entertainment', 'Valiant Entertainment', 'Columbia Pictures', 'One Race', 'Bona Film Group', 'Mid Atlantic Films']",110,42,39,-2,-0.1,"['Action', 'Science Fiction', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",2020-07-29,2020,7,29,7.1,4020,52.522,"['STX Films', 'Thunder Road', 'Anton', 'G-BASE', 'Riverstone Pictures', 'Truenorth Productions']",120,34,52,18,0.5,"['Action', 'Thriller', 'Drama']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Love and Monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",2020-10-16,2020,10,16,7.334,3645,33.204,['21 Laps Entertainment'],109,30,1,-28,-1.0,"['Comedy', 'Action', 'Adventure', 'Fantasy']",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",2020-11-25,2020,11,25,7.521,3511,72.019,"['Universal Pictures', 'DreamWorks Animation']",95,65,215,150,2.3,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
The Call of the Wild,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",2020-02-19,2020,2,19,7.571,3411,35.954,"['3 Arts Entertainment', '20th Century Studios', 'TSG Entertainment', 'Halon Entertainment']",100,109,111,2,0.0,"['Adventure', 'Family', 'Drama']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dolittle,"After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",2020-01-02,2020,1,2,6.637,3399,30.099,"['Universal Pictures', 'Team Downey', 'Perfect World Pictures', 'Roth-Kirschenbaum Films', 'dentsu']",101,175,251,76,0.4,"['Family', 'Fantasy', 'Adventure']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",2020-04-02,2020,4,2,6.1,3111,27.751,"['20th Century Studios', 'Genre Films', 'Sunswept Entertainment']",94,67,49,-17,-0.3,"['Science Fiction', 'Horror', 'Action', 'Mystery', 'Adventure']",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
The Hunt,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",2020-03-11,2020,3,11,6.653,2872,23.571,"['Blumhouse Productions', 'dentsu', 'White Rabbit Productions', 'Universal Pictures']",90,14,10,-3,-0.2,"['Action', 'Thriller', 'Horror']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Underwater,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",2020-01-08,2020,1,8,6.298,2816,29.112,"['Chernin Entertainment', '20th Century Fox', 'TSG Entertainment']",95,50,40,-9,-0.2,"['Horror', 'Science Fiction', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",2020-12-23,2020,12,23,8.2,2786,25.096,"['Trademark Films', 'F Comme Film', 'Ciné-@', 'Embankment Films', 'Film4 Productions', 'Canal+', 'Ciné+', 'Orange Studio', 'Les Films du Cru', 'AG Studios NYC', 'Simon Friend Entertainment', 'Viewfinder', 'CAA Media Finance', 'Sony Pictures Classics']",96,6,21,15,2.5,['Drama'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Trial of the Chicago 7,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,2020-09-25,2020,9,25,7.727,2771,15.748,"['DreamWorks Pictures', 'Marc Platt Productions']",130,35,0,-34,-1.0,"['Drama', 'History']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The SpongeBob Movie: Sponge on the Run,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",2020-08-14,2020,8,14,7.509,2713,54.711,"['United Plankton Pictures', 'Nickelodeon Movies', 'Paramount Animation', 'Paramount', 'MRC', 'Mikros Image']",95,60,4,-55,-0.9,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']",0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Palm Springs,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",2020-07-10,2020,7,10,7.339,2687,21.906,"['Limelight', 'The Lonely Island']",90,5,0,-4,-1.0,"['Comedy', 'Romance', 'Science Fiction']",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Fantasy Island,"A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",2020-02-12,2020,2,12,5.844,2247,16.386,"['Blumhouse Productions', 'Columbia Pictures', 'Tower of Babble']",109,7,49,42,6.1,"['Horror', 'Fantasy', 'Adventure', 'Mystery']",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
Run,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",2020-11-20,2020,11,20,7.336,2242,23.002,['Search Party'],90,1,5,3,2.0,"['Thriller', 'Horror', 'Drama']",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Unhinged,A divorced mother honks impatiently at a deranged middle-aged stranger at a red light while running late on her way to work. His road rage escalates to horrifyingly psychotic proportions as he becomes single-mindedly determined to teach her a deadly lesson for provoking him.,2020-07-16,2020,7,16,6.467,2018,32.137,"['Solstice Productions', 'Burek Films', 'Ingenious Media', 'Altitude Film Entertainment']",90,33,39,6,0.2,"['Action', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trolls World Tour,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",2020-03-11,2020,3,11,7.35,1923,40.183,"['DreamWorks Animation', 'Universal Pictures', 'dentsu']",90,90,49,-40,-0.5,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure', 'Music']",0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
News of the World,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",2020-12-25,2020,12,25,6.989,1582,14.595,"['Playtone', 'Pretty Pictures', 'Universal Pictures', 'Perfect World Pictures']",118,38,12,-25,-0.7,"['Drama', 'Western', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Scoob!,"In Scooby-Doo’s greatest adventure yet, see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred, Velma, and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved, Scooby and the gang face their biggest, toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.",2020-07-08,2020,7,8,7.111,1577,28.301,"['Warner Bros. Pictures Animation', 'Warner Bros. Pictures']",93,90,28,-61,-0.7,"['Animation', 'Comedy', 'Family', 'Mystery']",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Mank,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,2020-11-13,2020,11,13,6.733,1454,14.562,['Netflix International Pictures'],132,25,0,-24,-1.0,"['Drama', 'History']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Freaky,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",2020-11-12,2020,11,12,6.573,1412,22.128,"['Universal Pictures', 'Blumhouse Productions', 'Divide / Conquer']",102,5,15,10,2.0,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
